,antecedents,consequents,frequency,frequency_antecedent,support,confidence
0,https://www.krungsri.com/th/plearn-plearn/krungsri-promptpay-security-money-transfer,https://www.krungsri.com/en/personal/loans/auto-loan,1,1,0.000493339911198816,1.0
1,"https://www.krungsri.com/th/plearn-plearn/krungsri-promptpay-security-money-transfer,https://www.krungsri.com/th/plearn-plearn/warren-buffett-style-investment-for-employees",https://www.krungsri.com/en/personal/loans/auto-loan,1,1,0.000493339911198816,1.0
2,https://www.krungsri.com/en/krungsri-the-coach/loan/mortgages/calculate-your-mortgage,https://www.krungsri.com/th/personal/deposit/savings-account/mee-tae-dai/online,1,1,0.000493339911198816,1.0
3,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/bancassurance/bkk-and-perimeter/krungsri-khoomsabai127,1,43,0.000493339911198816,0.023255813953488372
4,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/bancassurance/health/tamjai,2,43,0.000986679822397632,0.046511627906976744
5,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/bancassurance/non-life-insurance/krungsri-pa-prompt,1,43,0.000493339911198816,0.023255813953488372
6,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/banking-services/NDID,3,43,0.0014800197335964479,0.06976744186046512
7,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/banking-services/i-confirm,1,43,0.000493339911198816,0.023255813953488372
8,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/banking-services/online/promptpay,2,43,0.000986679822397632,0.046511627906976744
9,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/banking-services/western-union/western-union-on-kma,3,43,0.0014800197335964479,0.06976744186046512
10,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/card/gift-card,1,43,0.000493339911198816,0.023255813953488372
11,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/card/security-debit-card,1,43,0.000493339911198816,0.023255813953488372
12,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/deposit/current-account,2,43,0.000986679822397632,0.046511627906976744
13,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/deposit/savings-account,4,43,0.001973359644795264,0.09302325581395349
14,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/deposit/savings-account/general,1,43,0.000493339911198816,0.023255813953488372
15,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/deposit/savings-account/jadhaiD,2,43,0.000986679822397632,0.046511627906976744
16,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/deposit/savings-account/mee-tae-dai/online,2,43,0.000986679822397632,0.046511627906976744
17,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/digital-banking/internet-banking,6,43,0.0029600394671928957,0.13953488372093023
18,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/digital-banking/kma/faq,2,43,0.000986679822397632,0.046511627906976744
19,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/digital-banking/kma/home,6,43,0.0029600394671928957,0.13953488372093023
20,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/digital-banking/kma/registration-steps,3,43,0.0014800197335964479,0.06976744186046512
21,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/digital-banking/kma/services/bill-payment,1,43,0.000493339911198816,0.023255813953488372
22,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/digital-banking/kma/services/boarding-card,1,43,0.000493339911198816,0.023255813953488372
23,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/auto-loan,1,43,0.000493339911198816,0.023255813953488372
24,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/auto-loan/krungsri-car-4-cash,1,43,0.000493339911198816,0.023255813953488372
25,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/home-loans/apply/index,10,43,0.00493339911198816,0.23255813953488372
26,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/home-loans/apply/index.html,1,43,0.000493339911198816,0.023255813953488372
27,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/home-loans/apply/thank-you-homeloan,2,43,0.000986679822397632,0.046511627906976744
28,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/home-loans/home-for-cash,1,43,0.000493339911198816,0.023255813953488372
29,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/home-loans/refinance,1,43,0.000493339911198816,0.023255813953488372
30,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/personal-loans,7,43,0.003453379378391712,0.16279069767441862
31,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/personal-loans/apply/personal-loan,48,43,0.023680315737543166,1.1162790697674418
32,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/personal-loans/apply/personal-loan-credit-card,22,43,0.010853478046373951,0.5116279069767442
33,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/personal-loans/apply/personal-loan.html,10,43,0.00493339911198816,0.23255813953488372
34,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/personal-loans/apply/thank-you-personal-loan,5,43,0.00246669955599408,0.11627906976744186
35,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/personal-loans/knowledge,1,43,0.000493339911198816,0.023255813953488372
36,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/personal-loans/personal-credit-card,3,43,0.0014800197335964479,0.06976744186046512
37,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/personal-loans/revolving-loan,9,43,0.004440059200789344,0.20930232558139536
38,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/personal-loans/revolving-loan/contact,6,43,0.0029600394671928957,0.13953488372093023
39,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/personal-loans/revolving-loan/ifin-apply-kma,8,43,0.003946719289590528,0.18604651162790697
40,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/mutual-fund/home,1,43,0.000493339911198816,0.023255813953488372
41,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/promotions/personal/gc-ptt-debenture,11,43,0.005426739023186976,0.2558139534883721
42,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/promotions/personal/kma-happiness,1,43,0.000493339911198816,0.023255813953488372
43,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/promotions/personal/krungsri-ifin,1,43,0.000493339911198816,0.023255813953488372
44,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/promotions/personal/revolving-loan,5,43,0.00246669955599408,0.11627906976744186
45,https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/promotions/personal/thai-life-bancassurance,1,43,0.000493339911198816,0.023255813953488372
46,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/life/family-insurance",https://www.krungsri.com/th/personal/deposit/savings-account,1,1,0.000493339911198816,1.0
47,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/life/family-insurance,https://www.krungsri.com/th/krungsri-the-coach/life/children",https://www.krungsri.com/th/personal/deposit/savings-account,1,1,0.000493339911198816,1.0
48,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/life/family-insurance,https://www.krungsri.com/th/krungsri-the-coach/life/children,https://www.krungsri.com/th/krungsri-the-coach/life/children/handle-child-naughty",https://www.krungsri.com/th/personal/deposit/savings-account,1,1,0.000493339911198816,1.0
49,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/prepare-happy-all-ages",https://www.krungsri.com/th/personal/loans/home-loans/home-for-cash,1,1,0.000493339911198816,1.0
50,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/prepare-happy-all-ages,https://www.krungsri.com/th/plearn-plearn/sitesearch",https://www.krungsri.com/th/personal/loans/home-loans/home-for-cash,1,1,0.000493339911198816,1.0
51,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/life/good-life/prepare-happy-all-ages,https://www.krungsri.com/th/plearn-plearn/sitesearch,https://www.krungsri.com/th/plearn-plearn/lifestyle",https://www.krungsri.com/th/personal/loans/home-loans/home-for-cash,1,1,0.000493339911198816,1.0
52,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/loan",https://www.krungsri.com/th/personal/loans/personal-loans/apply/personal-loan,2,3,0.000986679822397632,0.6666666666666666
53,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/loan",https://www.krungsri.com/th/personal/loans/personal-loans/apply/personal-loan-credit-card,1,3,0.000493339911198816,0.3333333333333333
54,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/loan",https://www.krungsri.com/th/personal/loans/personal-loans/revolving-loan,1,3,0.000493339911198816,0.3333333333333333
55,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/loan,https://www.krungsri.com/th/krungsri-the-coach/loan/cards",https://www.krungsri.com/th/personal/loans/personal-loans/apply/personal-loan,1,1,0.000493339911198816,1.0
56,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/loan/borrowing",https://www.krungsri.com/th/personal/loans/personal-loans,1,3,0.000493339911198816,0.3333333333333333
57,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/loan/borrowing",https://www.krungsri.com/th/personal/loans/personal-loans/apply/personal-loan,1,3,0.000493339911198816,0.3333333333333333
58,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/loan/borrowing",https://www.krungsri.com/th/personal/loans/personal-loans/personal-credit-card,1,3,0.000493339911198816,0.3333333333333333
59,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/loan/borrowing,https://www.krungsri.com/th/krungsri-the-coach/loan/borrowing/loan-preparation",https://www.krungsri.com/th/personal/loans/personal-loans/personal-credit-card,1,1,0.000493339911198816,1.0
60,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/loan/borrowing,https://www.krungsri.com/th/plearn-plearn/lifestyle",https://www.krungsri.com/th/personal/loans/personal-loans,1,1,0.000493339911198816,1.0
61,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/loan/borrowing,https://www.krungsri.com/th/plearn-plearn/lifestyle,https://www.krungsri.com/th/krungsri-the-coach/loan",https://www.krungsri.com/th/personal/loans/personal-loans,1,1,0.000493339911198816,1.0
62,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/loan/borrowing/home-car-debt-management",https://www.krungsri.com/th/personal/loans/personal-loans/personal-credit-card,1,1,0.000493339911198816,1.0
63,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/loan/borrowing/in-debt-how-to-get-loan",https://www.krungsri.com/th/personal/loans/personal-loans/apply/personal-loan,2,4,0.000986679822397632,0.5
64,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/loan/borrowing/in-debt-how-to-get-loan",https://www.krungsri.com/th/personal/loans/personal-loans/apply/personal-loan.html,1,4,0.000493339911198816,0.25
65,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/loan/borrowing/in-debt-how-to-get-loan",https://www.krungsri.com/th/personal/loans/personal-loans/revolving-loan/ifin-apply-kma,1,4,0.000493339911198816,0.25
66,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/loan/borrowing/in-debt-how-to-get-loan",https://www.krungsri.com/th/promotions/personal/thai-life-bancassurance,1,4,0.000493339911198816,0.25
67,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/loan/borrowing/in-debt-how-to-get-loan,https://www.krungsri.com/th/krungsri-the-coach/loan/borrowing",https://www.krungsri.com/th/personal/loans/personal-loans/apply/personal-loan,1,1,0.000493339911198816,1.0
68,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/loan/cards",https://www.krungsri.com/th/personal/loans/personal-loans/apply/personal-loan,1,2,0.000493339911198816,0.5
69,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/loan/cards",https://www.krungsri.com/th/personal/loans/personal-loans/apply/thank-you-personal-loan,1,2,0.000493339911198816,0.5
70,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/loan/cards,https://www.krungsri.com/th/krungsri-the-coach/loan",https://www.krungsri.com/th/personal/loans/personal-loans/apply/personal-loan,1,2,0.000493339911198816,0.5
71,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/loan/cards,https://www.krungsri.com/th/krungsri-the-coach/loan",https://www.krungsri.com/th/personal/loans/personal-loans/apply/thank-you-personal-loan,1,2,0.000493339911198816,0.5
72,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/plearn-plearn/home",https://www.krungsri.com/th/promotions/personal/krungsri-ifin,1,2,0.000493339911198816,0.5
73,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/plearn-plearn/home",https://www.krungsri.com/th/promotions/personal/revolving-loan,1,2,0.000493339911198816,0.5
74,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/plearn-plearn/may-2022-horoscope",https://www.krungsri.com/th/personal/loans/home-loans/apply/index,1,1,0.000493339911198816,1.0
75,"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/plearn-plearn/prepare-buy-electric-car",https://www.krungsri.com/th/promotions/personal/gc-ptt-debenture,1,1,0.000493339911198816,1.0
76,https://www.krungsri.com/th/krungsri-the-coach/investments,https://www.krungsri.com/th/personal/digital-banking/internet-banking,1,1,0.000493339911198816,1.0
