antecedents,consequents,frequency,frequency_antecedent,support,confidence
https://www.krungsri.com/th/plearn-plearn/krungsri-promptpay-security-money-transfer,https://www.krungsri.com/en/personal/loans/auto-loan,1,1,0.00026253609871357313,1.0
"https://www.krungsri.com/th/plearn-plearn/krungsri-promptpay-security-money-transfer,https://www.krungsri.com/th/plearn-plearn/warren-buffett-style-investment-for-employees",https://www.krungsri.com/en/personal/loans/auto-loan,1,1,0.00026253609871357313,1.0
https://www.krungsri.com/en/krungsri-the-coach/loan/mortgages/calculate-your-mortgage,https://www.krungsri.com/th/personal/deposit/savings-account/mee-tae-dai/online,1,1,0.00026253609871357313,1.0
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/bancassurance,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/bancassurance/apply/tamjai,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/bancassurance/health/tamjai,2,78,0.0005250721974271463,0.02564102564102564
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/bancassurance/non-life-insurance/,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/bancassurance/non-life-insurance/krungsri-pa-prompt,2,78,0.0005250721974271463,0.02564102564102564
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/bancassurance/non-life-insurance/motor-insurance-type-1,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/bancassurance/other-provinces/good-health,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/bancassurance/other-provinces/savings-insurance,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/banking-services/NDID,4,78,0.0010501443948542925,0.05128205128205128
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/banking-services/bill-payment,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/banking-services/bill-payment/auto-debit-for-payment,2,78,0.0005250721974271463,0.02564102564102564
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/banking-services/e-solution,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/banking-services/i-confirm,2,78,0.0005250721974271463,0.02564102564102564
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/banking-services/international-remittance,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/banking-services/online/promptpay,2,78,0.0005250721974271463,0.02564102564102564
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/banking-services/western-union/western-union-on-kma,6,78,0.0015752165922814387,0.07692307692307693
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/card/gift-card,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/card/krungsri-boarding-card,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/card/krungsri-debit-card/add-debit-card-on-kma,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/card/krungsri-debit-card/jadhai,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/card/krungsri-debit-card/jadhai-d,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/card/security-debit-card,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/deposit/current-account,2,78,0.0005250721974271463,0.02564102564102564
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/deposit/digital-services,4,78,0.0010501443948542925,0.05128205128205128
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/deposit/savings-account,3,78,0.0007876082961407193,0.038461538461538464
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/deposit/savings-account/general,3,78,0.0007876082961407193,0.038461538461538464
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/deposit/savings-account/jadhaiD,2,78,0.0005250721974271463,0.02564102564102564
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/deposit/savings-account/mee-tae-dai/online,8,78,0.002100288789708585,0.10256410256410256
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/deposit/time-deposits/krungsri-24-month-tax-free,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/digital-banking/internet-banking,9,78,0.0023628248884221582,0.11538461538461539
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/digital-banking/kma/home,18,78,0.0047256497768443165,0.23076923076923078
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/digital-banking/kma/home#,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/digital-banking/kma/knowledge/facial-recognition,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/digital-banking/kma/registration-steps,8,78,0.002100288789708585,0.10256410256410256
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/digital-banking/kma/services/bill-payment,2,78,0.0005250721974271463,0.02564102564102564
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/digital-banking/kma/services/boarding-card,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/digital-banking/kma/services/international-transfer,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/digital-banking/kma/services/kma-rabbit-line-pay,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/digital-banking/kma/services/mee-tae-dai-online,2,78,0.0005250721974271463,0.02564102564102564
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/digital-banking/kma/services/pay-alert,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/digital-banking/kma/services/recommend,5,78,0.0013126804935678655,0.0641025641025641
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/digital-banking/kma/whats-new,2,78,0.0005250721974271463,0.02564102564102564
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans,3,78,0.0007876082961407193,0.038461538461538464
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/auto-loan,2,78,0.0005250721974271463,0.02564102564102564
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/auto-loan/krungsri-car-4-cash,2,78,0.0005250721974271463,0.02564102564102564
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/home-loans/apply/index,13,78,0.0034129692832764505,0.16666666666666666
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/home-loans/apply/index.html,2,78,0.0005250721974271463,0.02564102564102564
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/home-loans/apply/thank-you-homeloan,5,78,0.0013126804935678655,0.0641025641025641
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/home-loans/friend-relationship,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/home-loans/homeloan,2,78,0.0005250721974271463,0.02564102564102564
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/home-loans/refinance,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/home-loans/special-occupation,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/home-loans/super-savings-loan,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/personal-loans,10,78,0.002625360987135731,0.1282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/personal-loans/apply/personal-loan,82,78,0.021527960094512997,1.0512820512820513
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/personal-loans/apply/personal-loan-credit-card,66,78,0.017327382515095826,0.8461538461538461
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/personal-loans/apply/personal-loan.html,14,78,0.0036755053819900237,0.1794871794871795
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/personal-loans/apply/thank-you-credit,19,78,0.004988185875557889,0.24358974358974358
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/personal-loans/apply/thank-you-dup-credit,4,78,0.0010501443948542925,0.05128205128205128
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/personal-loans/apply/thank-you-dup-personal-loan,11,78,0.002887897085849304,0.14102564102564102
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/personal-loans/apply/thank-you-personal-loan,20,78,0.005250721974271462,0.2564102564102564
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/personal-loans/knowledge,2,78,0.0005250721974271463,0.02564102564102564
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/personal-loans/personal-credit-card,12,78,0.0031504331845628774,0.15384615384615385
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/personal-loans/revolving-loan,18,78,0.0047256497768443165,0.23076923076923078
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/personal-loans/revolving-loan/contact,6,78,0.0015752165922814387,0.07692307692307693
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/loans/personal-loans/revolving-loan/ifin-apply-kma,37,78,0.009713835652402206,0.47435897435897434
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/mutual-fund/home,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/personal/mutual-fund/products,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/promotions/personal/banking-agent-big-c,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/promotions/personal/boonterm,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/promotions/personal/car-insurance-tip-up-to-mile,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/promotions/personal/gc-ptt-debenture,12,78,0.0031504331845628774,0.15384615384615385
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/promotions/personal/homeloan-friend-relationship-pride-month,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/promotions/personal/kma-happiness,2,78,0.0005250721974271463,0.02564102564102564
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/promotions/personal/krungsri-ifin,4,78,0.0010501443948542925,0.05128205128205128
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/promotions/personal/krungsri-imax-77baht,1,78,0.00026253609871357313,0.01282051282051282
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/promotions/personal/revolving-loan,8,78,0.002100288789708585,0.10256410256410256
https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/promotions/personal/thai-life-bancassurance,1,78,0.00026253609871357313,0.01282051282051282
"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/life",https://www.krungsri.com/th/personal/loans/personal-loans/apply/personal-loan,1,2,0.00026253609871357313,0.5
"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/life",https://www.krungsri.com/th/personal/loans/personal-loans/revolving-loan/ifin-apply-kma,1,2,0.00026253609871357313,0.5
"https://www.krungsri.com/th/krungsri-the-coach/home,https://www.krungsri.com/th/krungsri-the-coach/life,https://www.krungsri.com/th/krungsri-the-coach/life/good-life",https://www.krungsri.com/th/personal/loans/personal-loans/apply/personal-loan,1,1,0.00026253609871357313,1.0
